model,dataset,seed,n_train,n_test,n_features,fit_time_sec,predict_time_sec,total_time_sec,tuning_time_sec,total_wall_time_sec,throughput_rows_per_sec,ms_per_test_row,peak_memory_mb,memory_delta_mb,gpu_memory_mb,error,roc_auc,avg_precision,f1_macro,brier_score,log_loss_val,sensitivity,specificity,ppv,ece_10,ece_15,max_calibration_error,pr_auc,optimal_threshold,optimal_tpr,optimal_fpr,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,balanced_accuracy,matthews_corrcoef,demographic_parity,tpr_overall,fpr_overall,f1_weighted,accuracy
LightGBM,banknote-auth,2,1097,275,4,6.027382632000808,0.0016793459981272,6.029061977998936,5.99095037799998,12.020012355998915,163754.12604224807,0.0061067127204627,2620.4296875,0.0,210.93603515625,,1.0,1.0,0.9963198394111744,0.0031301283610438,0.0095735456192561,1.0,0.9934640522875816,0.991869918699187,0.0033619901041598,0.0033908374322242,0.9277784636234038,1.0,0.0,1.0,0.0,1.0,0.991869918699187,0.9934640522875816,1.0,0.99672131147541,0.9959183673469388,0.9967320261437908,0.9926666654889992,0.4472727272727272,1.0,0.0065359477124183,0.9963650962620518,0.9963636363636365
CatBoost,banknote-auth,2,1097,275,4,126.86668894000104,0.0012232649969519,126.867912204998,124.75377060399842,251.6216828089964,224808.0145162497,0.0044482363525524,2622.3828125,1.953125,210.93603515625,,0.9997321332904748,0.999661246228688,0.9963198394111744,0.0036320783279136,0.0229430434254329,1.0,0.9934640522875816,0.991869918699187,0.0039593735551686,0.0039593735551686,0.0075285743226536,0.9996598343640553,0.0065359477124183,1.0,0.0065359477124183,1.0,0.991869918699187,0.9934640522875816,1.0,0.99672131147541,0.9959183673469388,0.9967320261437908,0.9926666654889992,0.4472727272727272,1.0,0.0065359477124183,0.9963650962620518,0.9963636363636365
MLP,banknote-auth,2,1097,275,4,6.440366659000574,0.0029014749998168,6.443268134000391,6.214893222997489,12.65816135699788,94779.34679361756,0.0105508181811522,2622.3828125,0.0,210.93603515625,,1.0,1.0,0.9963198394111744,0.0062725380994379,0.0243255570530891,1.0,0.9934640522875816,0.991869918699187,0.0195440711462023,0.0195440816947005,0.6500207185745239,1.0,0.0,1.0,0.0,1.0,0.991869918699187,0.9934640522875816,1.0,0.99672131147541,0.9959183673469388,0.9967320261437908,0.9926666654889992,0.4472727272727272,1.0,0.0065359477124183,0.9963650962620518,0.9963636363636365
SAP-RPT-1,banknote-auth,2,1097,275,4,2.9345289129996672,0.247978357001557,3.182507270001224,0.0,3.182507270001224,1108.9677430571312,0.9017394800056618,2722.63671875,100.25390625,595.490234375,,1.0,1.0,1.0,3.3258809595260164e-10,4.684007308242144e-06,1.0,1.0,1.0,4.691860121552468e-06,4.691860121552468e-06,8.702278137207031e-06,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4436363636363636,1.0,0.0,1.0,1.0
TabPFN,banknote-auth,3,1097,275,4,0.5953816190012731,0.6419619869993767,1.2373436060006495,0.0,1.2373436060006495,428.3742731513054,2.3344072254522787,2621.76953125,0.0,210.93603515625,,1.0,1.0,1.0,1.6878543007692315e-10,1.2995198630960658e-05,1.0,1.0,1.0,1.3039938352118372e-05,1.3039938352118372e-05,1.3113021850585938e-05,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4436363636363636,1.0,0.0,1.0,1.0
XGBoost,banknote-auth,3,1097,275,4,5.960274528002628,0.0026411380022182,5.962915666004847,5.8617932939996535,11.8247089600045,104121.74435689898,0.0096041381898844,2621.76953125,0.0,210.93603515625,,1.0,1.0,0.9963198394111744,0.0014573581283912,0.0066041243262588,1.0,0.9934640522875816,0.991869918699187,0.0053747962686148,0.0053747962686148,0.5992576479911804,1.0,0.0,1.0,0.0,1.0,0.991869918699187,0.9934640522875816,1.0,0.99672131147541,0.9959183673469388,0.9967320261437908,0.9926666654889992,0.4472727272727272,1.0,0.0065359477124183,0.9963650962620518,0.9963636363636365
LightGBM,banknote-auth,3,1097,275,4,5.774859626002581,0.0024444539994874,5.777304080002068,5.658114468998974,11.435418549001042,112499.51423023191,0.0088889236344998,2621.76953125,0.0,210.93603515625,,1.0,1.0,1.0,0.0001052068553587,0.0006904214052799,1.0,1.0,1.0,0.0006309717595508,0.0006309717595508,0.1700898812489782,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4436363636363636,1.0,0.0,1.0,1.0
CatBoost,banknote-auth,3,1097,275,4,126.5878014830014,0.0013300070022523,126.58913149000364,124.9508081290005,251.5399396190041,206765.6732397728,0.0048363890990995,2621.421875,-0.34765625,210.93603515625,,0.9996785599485696,0.99959178248876,0.9963198394111744,0.0039727510923797,0.023131369396377,1.0,0.9934640522875816,0.991869918699187,0.0079434331210315,0.0079434331210314,0.1846768344653741,0.999590073770538,0.0065359477124183,1.0,0.0065359477124183,1.0,0.991869918699187,0.9934640522875816,1.0,0.99672131147541,0.9959183673469388,0.9967320261437908,0.9926666654889992,0.4472727272727272,1.0,0.0065359477124183,0.9963650962620518,0.9963636363636365
MLP,banknote-auth,3,1097,275,4,6.35865259899947,0.0028876310025225,6.361540230001992,6.137246959002368,12.49878718900436,95233.7416124247,0.0105004763728092,2621.421875,0.0,210.93603515625,,1.0,1.0,1.0,0.0005025084246881,0.0053256014361977,1.0,1.0,1.0,0.0050439153205264,0.0050439103354107,0.2330430746078491,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4436363636363636,1.0,0.0,1.0,1.0
SAP-RPT-1,banknote-auth,3,1097,275,4,2.982520352998108,0.2436811580009816,3.22620151099909,0.0,3.22620151099909,1128.5238511151867,0.8861133018217515,2708.01171875,86.58984375,595.490234375,,1.0,1.0,1.0,3.3258809595260164e-10,4.684007308242144e-06,1.0,1.0,1.0,4.691860121552468e-06,4.691860121552468e-06,8.702278137207031e-06,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4436363636363636,1.0,0.0,1.0,1.0
TabPFN,banknote-auth,4,1097,275,4,0.5907542710010603,0.6353970939999272,1.2261513650009874,0.0,1.2261513650009874,432.8002160602128,2.3105348872724623,2621.51171875,0.0,210.93603515625,,1.0,1.0,1.0,1.6878543007692315e-10,1.2995198630960658e-05,1.0,1.0,1.0,1.3039938352118372e-05,1.3039938352118372e-05,1.3113021850585938e-05,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4436363636363636,1.0,0.0,1.0,1.0
XGBoost,banknote-auth,4,1097,275,4,5.029179850997025,0.0023562210008094,5.031536071997834,4.963353148999886,9.99488922099772,116712.26221702652,0.0085680763665798,2621.51171875,0.0,210.93603515625,,1.0,1.0,0.9963198394111744,0.0016323843738064,0.0098424023017287,1.0,0.9934640522875816,0.991869918699187,0.0084786571630022,0.0084786553884094,0.6126755475997925,1.0,0.0,1.0,0.0,1.0,0.991869918699187,0.9934640522875816,1.0,0.99672131147541,0.9959183673469388,0.9967320261437908,0.9926666654889992,0.4472727272727272,1.0,0.0065359477124183,0.9963650962620518,0.9963636363636365
LightGBM,banknote-auth,4,1097,275,4,5.015995952002413,0.0021562830006587,5.018152235003072,4.948982319998322,9.967134555001394,127534.22087071516,0.0078410290933044,2621.51171875,0.0,210.93603515625,,1.0,1.0,0.9963198394111744,0.0026466985223364,0.0069808656679385,1.0,0.9934640522875816,0.991869918699187,0.0031077212566909,0.0031077212566909,0.8531363819570812,1.0,0.0,1.0,0.0,1.0,0.991869918699187,0.9934640522875816,1.0,0.99672131147541,0.9959183673469388,0.9967320261437908,0.9926666654889992,0.4472727272727272,1.0,0.0065359477124183,0.9963650962620518,0.9963636363636365
CatBoost,banknote-auth,4,1097,275,4,128.6322482900032,0.0016335969994543,128.63388188700264,126.0245121879998,254.65839407500243,168340.0690328105,0.0059403527252884,2624.0859375,2.57421875,210.93603515625,,0.9997857066323796,0.9997301262397088,0.9963198394111744,0.0036689077670561,0.0231919979010712,1.0,0.9934640522875816,0.991869918699187,0.0038216699099492,0.0038216699099492,0.1050240393828286,0.9997290062395294,0.0065359477124183,1.0,0.0065359477124183,1.0,0.991869918699187,0.9934640522875816,1.0,0.99672131147541,0.9959183673469388,0.9967320261437908,0.9926666654889992,0.4472727272727272,1.0,0.0065359477124183,0.9963650962620518,0.9963636363636365
MLP,banknote-auth,4,1097,275,4,7.007954515000165,0.0035605699995358,7.011515084999701,6.774368017002416,13.785883102002115,77234.80307957693,0.0129475272710392,2624.08984375,0.0,210.93603515625,,1.0,1.0,0.992645485665383,0.0041691465303301,0.0137214297428727,1.0,0.9869281045751634,0.9838709677419356,0.0102213466619749,0.0102213466619749,0.6968623995780945,1.0,0.0,1.0,0.0,1.0,0.9838709677419356,0.9869281045751634,1.0,0.993421052631579,0.991869918699187,0.9934640522875816,0.9853983505872536,0.4509090909090909,1.0,0.0130718954248366,0.9927329132142996,0.9927272727272728
SAP-RPT-1,banknote-auth,4,1097,275,4,3.156372453999211,0.2607955040002707,3.4171679579994816,0.0,3.4171679579994816,1054.4660269344538,0.9483472872737118,2701.16796875,77.078125,595.490234375,,1.0,1.0,1.0,3.3258809595260164e-10,4.684007308242144e-06,1.0,1.0,1.0,4.691860121552468e-06,4.691860121552468e-06,8.702278137207031e-06,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4436363636363636,1.0,0.0,1.0,1.0
SAP-RPT-1,hill-valley,0,969,243,100,6.3216811870006495,4.211256913000398,10.532938100001047,0.0,10.532938100001047,57.70248763312023,17.330275362141556,2715.36328125,86.45703125,595.490234375,,0.8468703427719821,0.8506947453752268,0.7277897457992245,0.1404083222150802,0.4042802453041076,0.6033057851239669,0.860655737704918,0.8111111111111111,0.0337698277653244,0.0335167153382006,0.3849121332168579,0.8679738230177168,0.0081967213114754,0.5041322314049587,0.0081967213114754,0.6862745098039216,0.8111111111111111,0.860655737704918,0.6033057851239669,0.7636363636363637,0.6919431279620853,0.7319807614144425,0.480382961930301,0.3703703703703703,0.6033057851239669,0.1393442622950819,0.7279372627450563,0.7325102880658436
TabPFN,hill-valley,1,969,243,100,0.6541495989986288,1.2557970030029535,1.9099466020015825,0.0,1.9099466020015825,193.5026116684608,5.167888901246723,2628.94921875,0.0,210.93603515625,,0.9992548435171386,0.99926129116379,0.9794224743839444,0.0482499115169048,0.2182575166225433,0.975206611570248,0.9836065573770492,0.9833333333333332,0.1649574453601376,0.1692399383664376,0.4239675402641296,0.999258264618459,0.0327868852459016,1.0,0.0327868852459016,0.975609756097561,0.9833333333333332,0.9836065573770492,0.975206611570248,0.979591836734694,0.979253112033195,0.9794065844736486,0.9588781269886946,0.4938271604938271,0.975206611570248,0.0163934426229508,0.9794231713483508,0.9794238683127572
XGBoost,hill-valley,1,969,243,100,69.1728517449992,0.0082982950007135,69.18115003999992,68.55426413199893,137.73541417199883,29283.1202910941,0.0341493621428541,2628.94921875,0.0,210.93603515625,,0.6297249695163257,0.6642759806561908,0.5707880434782608,0.2605150640010834,0.7329831123352051,0.628099173553719,0.5163934426229508,0.562962962962963,0.154498752988415,0.1564772634349242,0.555700546503067,0.6625326361332273,0.0655737704918032,0.256198347107438,0.0655737704918032,0.5833333333333334,0.562962962962963,0.5163934426229508,0.628099173553719,0.5478260869565217,0.59375,0.5722463080883349,0.1453916592821235,0.5555555555555556,0.628099173553719,0.4836065573770491,0.5706935498300233,0.5720164609053497
LightGBM,hill-valley,1,969,243,100,29.2252113450013,0.0042266790005669,29.229438024001865,28.97916988900033,58.2086079130022,57491.932194394925,0.0173937407430738,2643.32421875,14.375,210.93603515625,,0.6876439506841892,0.6940625448142297,0.6168686954310418,0.2658968953293976,0.8094932450654513,0.6528925619834711,0.5819672131147541,0.6076923076923076,0.1993462046686025,0.1955725044216069,0.5235532372160192,0.6915517778985458,0.1721311475409836,0.4462809917355372,0.1721311475409836,0.6283185840707964,0.6076923076923076,0.5819672131147541,0.6528925619834711,0.6042553191489362,0.6294820717131474,0.6174298875491127,0.2354346299086313,0.5349794238683128,0.6528925619834711,0.4180327868852459,0.6168167885327616,0.6172839506172839
CatBoost,hill-valley,1,969,243,100,125.45692624100047,0.0059701599966501,125.46289640099712,123.9990373039982,249.4619337049953,40702.41994082667,0.0245685596569966,2643.09375,-0.23046875,210.93603515625,,0.6184460100257417,0.6435165257437343,0.5655172413793104,0.2612812199776041,0.7357307127146406,0.6446280991735537,0.4918032786885246,0.5571428571428572,0.1442358702644607,0.1484213634722785,0.3969547752271605,0.6408353705987848,0.1967213114754098,0.4132231404958678,0.1967213114754098,0.5825242718446602,0.5571428571428572,0.4918032786885246,0.6446280991735537,0.5333333333333333,0.5977011494252874,0.5682156889310391,0.1380397727099244,0.5761316872427984,0.6446280991735537,0.5081967213114754,0.5653847973132775,0.5679012345679012
MLP,hill-valley,1,969,243,100,7.453940501000034,0.0049587820030865,7.45889928300312,7.092064839998784,14.550964123001904,49003.95920707722,0.0204065103007675,2643.09375,0.0,210.93603515625,,0.6647134534615906,0.6601354336632121,0.5767082697315256,0.2417040467262268,0.6761941909790039,0.3636363636363636,0.8360655737704918,0.6875,0.0826062419041684,0.047060561523516,0.4339054822921753,0.6561784981249599,0.3770491803278688,0.6446280991735537,0.3770491803278688,0.5698324022346368,0.6875,0.8360655737704918,0.3636363636363636,0.6777408637873754,0.4756756756756757,0.5998509687034277,0.2266931390311961,0.2633744855967078,0.3636363636363636,0.1639344262295081,0.5771240417235249,0.6008230452674898
SAP-RPT-1,hill-valley,1,969,243,100,6.150793804001296,4.229053145001672,10.379846949002967,0.0,10.379846949002967,57.45967042995017,17.40351088478054,2724.13671875,81.04296875,595.490234375,,0.8468703427719821,0.8506947453752268,0.7277897457992245,0.1404083222150802,0.4042802453041076,0.6033057851239669,0.860655737704918,0.8111111111111111,0.0337698277653244,0.0335167153382006,0.3849121332168579,0.8679738230177168,0.0081967213114754,0.5041322314049587,0.0081967213114754,0.6862745098039216,0.8111111111111111,0.860655737704918,0.6033057851239669,0.7636363636363637,0.6919431279620853,0.7319807614144425,0.480382961930301,0.3703703703703703,0.6033057851239669,0.1393442622950819,0.7279372627450563,0.7325102880658436
TabPFN,hill-valley,2,969,243,100,0.63692532999994,1.2556456380007148,1.8925709680006548,0.0,1.8925709680006548,193.5259379337212,5.167266000002941,2642.54296875,0.0,210.93603515625,,0.9992548435171386,0.99926129116379,0.9794224743839444,0.0482499115169048,0.2182575166225433,0.975206611570248,0.9836065573770492,0.9833333333333332,0.1649574453601376,0.1692399383664376,0.4239675402641296,0.999258264618459,0.0327868852459016,1.0,0.0327868852459016,0.975609756097561,0.9833333333333332,0.9836065573770492,0.975206611570248,0.979591836734694,0.979253112033195,0.9794065844736486,0.9588781269886946,0.4938271604938271,0.975206611570248,0.0163934426229508,0.9794231713483508,0.9794238683127572
XGBoost,hill-valley,2,969,243,100,81.74536488399826,0.0081737809996411,81.7535386649979,80.75141301300027,162.50495167799818,29729.200021565022,0.0336369588462599,2642.54296875,0.0,210.93603515625,,0.6312152824820485,0.6624268168736737,0.5625339673913043,0.2466508895158767,0.6886487603187561,0.6198347107438017,0.5081967213114754,0.5555555555555556,0.1231308640153319,0.1275243087683195,0.4460212737321853,0.6611660191115154,0.1639344262295081,0.3636363636363636,0.1639344262295081,0.5740740740740741,0.5555555555555556,0.5081967213114754,0.6198347107438017,0.5391304347826087,0.5859375,0.5640157160276386,0.1288280525284639,0.5555555555555556,0.6198347107438017,0.4918032786885246,0.5624376565575238,0.5637860082304527
LightGBM,hill-valley,2,969,243,100,27.698307095000928,0.0039006600018183,27.702207755002743,27.409959061002155,55.1121668160049,62297.13371316392,0.0160520987729149,2642.54296875,0.0,210.93603515625,,0.6944181005283837,0.7015075723523472,0.6321500858945792,0.2517466334887637,0.7729827720033293,0.7024793388429752,0.5655737704918032,0.6159420289855072,0.161173325688224,0.1773682504944615,0.4602628217599143,0.6992349116371017,0.1393442622950819,0.4297520661157025,0.1393442622950819,0.6571428571428571,0.6159420289855072,0.5655737704918032,0.7024793388429752,0.6079295154185022,0.6563706563706564,0.6340265546673892,0.2705573004726392,0.5679012345679012,0.7024793388429752,0.4344262295081967,0.632050412765048,0.6337448559670782
CatBoost,hill-valley,2,969,243,100,131.3127699180004,0.0060787600014009,131.3188486780018,128.08129869999902,259.40014737800084,39975.251526420696,0.025015473256794,2649.265625,6.72265625,210.93603515625,,0.5930090773607912,0.6190842367594249,0.5469491525423729,0.2457511851364745,0.684712533108836,0.5785123966942148,0.5163934426229508,0.5426356589147286,0.0773069843813642,0.0867716479067799,0.31396731263076,0.6172453694965749,0.1393442622950819,0.3057851239669421,0.1393442622950819,0.5526315789473685,0.5426356589147286,0.5163934426229508,0.5785123966942148,0.5338983050847458,0.56,0.5474529196585829,0.0950863668920544,0.5308641975308642,0.5785123966942148,0.4836065573770491,0.5468954453511892,0.5473251028806584
MLP,hill-valley,2,969,243,100,6.520661558999564,0.0048710770024626,6.525532636002026,6.110322063999774,12.6358547000018,49886.28797919991,0.0200455843722744,2648.75390625,0.0,210.93603515625,,0.6975342094567132,0.663493046357702,0.6417569010218087,0.2421960532665252,0.6771323084831238,0.6694214876033058,0.6147540983606558,0.6328125,0.1301329073346691,0.0297277589393741,0.4279420077800751,0.6602405263014599,0.4754098360655737,0.7851239669421488,0.4754098360655737,0.6521739130434783,0.6328125,0.6147540983606558,0.6694214876033058,0.6329113924050633,0.6506024096385542,0.6420877929819808,0.2845807107279023,0.5267489711934157,0.6694214876033058,0.3852459016393442,0.641720499751781,0.6419753086419753
SAP-RPT-1,hill-valley,2,969,243,100,6.077419364999514,4.137940381999215,10.215359746998727,0.0,10.215359746998727,58.72486732732276,17.02856124279512,2725.5,76.74609375,595.490234375,,0.8468703427719821,0.8506947453752268,0.7277897457992245,0.1404083222150802,0.4042802453041076,0.6033057851239669,0.860655737704918,0.8111111111111111,0.0337698277653244,0.0335167153382006,0.3849121332168579,0.8679738230177168,0.0081967213114754,0.5041322314049587,0.0081967213114754,0.6862745098039216,0.8111111111111111,0.860655737704918,0.6033057851239669,0.7636363636363637,0.6919431279620853,0.7319807614144425,0.480382961930301,0.3703703703703703,0.6033057851239669,0.1393442622950819,0.7279372627450563,0.7325102880658436
TabPFN,hill-valley,3,969,243,100,0.6490237200014235,1.2431641059993126,1.892187826000736,0.0,1.892187826000736,195.468963937948,5.115901670779064,2646.29296875,0.0,210.93603515625,,0.9992548435171386,0.99926129116379,0.9794224743839444,0.0482499115169048,0.2182575166225433,0.975206611570248,0.9836065573770492,0.9833333333333332,0.1649574453601376,0.1692399383664376,0.4239675402641296,0.999258264618459,0.0327868852459016,1.0,0.0327868852459016,0.975609756097561,0.9833333333333332,0.9836065573770492,0.975206611570248,0.979591836734694,0.979253112033195,0.9794065844736486,0.9588781269886946,0.4938271604938271,0.975206611570248,0.0163934426229508,0.9794231713483508,0.9794238683127572
XGBoost,hill-valley,3,969,243,100,80.6303881490021,0.0083625160004885,80.63875066500259,79.25358558199878,159.89233624700137,29058.23689037689,0.0344136460925454,2646.29296875,0.0,210.93603515625,,0.6350765478932394,0.6557471835000412,0.5790421195652173,0.2583411335945129,0.7281069159507751,0.6363636363636364,0.5245901639344263,0.5703703703703704,0.1495828280233061,0.1733708117969732,0.4925097624460856,0.6536565586086367,0.7213114754098361,0.9256198347107438,0.7213114754098361,0.5925925925925926,0.5703703703703704,0.5245901639344263,0.6363636363636364,0.5565217391304348,0.6015625,0.5804769001490313,0.1619552660357832,0.5555555555555556,0.6363636363636364,0.4754098360655737,0.5789494431025228,0.5802469135802469
LightGBM,hill-valley,3,969,243,100,29.192022071998508,0.003787445002672,29.19580951700118,28.84521631000098,58.04102582700216,64159.33054321154,0.0155861934266338,2646.29296875,0.0,210.93603515625,,0.6803278688524591,0.6761736516791315,0.6377066955814583,0.2800092516072855,0.950859564533246,0.6611570247933884,0.6147540983606558,0.6299212598425197,0.2361277605872342,0.2438788349369992,0.4667280968732437,0.673929358902631,0.3442622950819672,0.6446280991735537,0.3442622950819672,0.646551724137931,0.6299212598425197,0.6147540983606558,0.6611570247933884,0.6302521008403361,0.6451612903225806,0.637955561577022,0.2761919106921783,0.522633744855967,0.6611570247933884,0.3852459016393442,0.6376760182368448,0.6378600823045267
CatBoost,hill-valley,3,969,243,100,131.41154136299883,0.0059451279994391,131.41748649099827,127.67431949999808,259.0918059909964,40873.797696050766,0.0244655473227948,2650.80078125,4.5078125,210.93603515625,,0.6077428532719144,0.6485711690467314,0.5542798913043478,0.2686897994263229,0.7504575126985692,0.6115702479338843,0.5,0.5481481481481482,0.1614296177288897,0.1897923702231892,0.3952765407441428,0.6465178064730407,0.1311475409836065,0.3636363636363636,0.1311475409836065,0.5648148148148148,0.5481481481481482,0.5,0.6115702479338843,0.5304347826086957,0.578125,0.5557851239669421,0.1122644457748042,0.5555555555555556,0.6115702479338843,0.5,0.5541817632850242,0.5555555555555556
MLP,hill-valley,3,969,243,100,6.036477207999269,0.0044010749988956,6.040878282998165,5.922249973998987,11.963128256997152,55213.77046453549,0.0181114197485417,2650.80078125,0.0,210.93603515625,,0.5195095515512803,0.4944326529514854,0.4750144907171588,0.2608048915863037,0.7185314893722534,0.3057851239669421,0.680327868852459,0.4868421052631579,0.0581238283296671,0.0710427360034283,0.5810443758964539,0.4884006628859278,0.5655737704918032,0.6859504132231405,0.5655737704918032,0.497005988023952,0.4868421052631579,0.680327868852459,0.3057851239669421,0.5743944636678201,0.3756345177664975,0.4930564964097005,-0.0149767033923445,0.3127572016460905,0.3057851239669421,0.319672131147541,0.4754234617992602,0.4938271604938271
SAP-RPT-1,hill-valley,3,969,243,100,6.334523869001714,4.102549782001006,10.43707365100272,0.0,10.43707365100272,59.23145674109189,16.88292091358439,2718.41796875,67.6171875,595.490234375,,0.8468703427719821,0.8506947453752268,0.7277897457992245,0.1404083222150802,0.4042802453041076,0.6033057851239669,0.860655737704918,0.8111111111111111,0.0337698277653244,0.0335167153382006,0.3849121332168579,0.8679738230177168,0.0081967213114754,0.5041322314049587,0.0081967213114754,0.6862745098039216,0.8111111111111111,0.860655737704918,0.6033057851239669,0.7636363636363637,0.6919431279620853,0.7319807614144425,0.480382961930301,0.3703703703703703,0.6033057851239669,0.1393442622950819,0.7279372627450563,0.7325102880658436
TabPFN,hill-valley,4,969,243,100,0.6325384539995866,1.2428606370012858,1.8753990910008724,0.0,1.8753990910008724,195.51669155021432,5.114652827165785,2643.65625,0.0,210.93603515625,,0.9992548435171386,0.99926129116379,0.9794224743839444,0.0482499115169048,0.2182575166225433,0.975206611570248,0.9836065573770492,0.9833333333333332,0.1649574453601376,0.1692399383664376,0.4239675402641296,0.999258264618459,0.0327868852459016,1.0,0.0327868852459016,0.975609756097561,0.9833333333333332,0.9836065573770492,0.975206611570248,0.979591836734694,0.979253112033195,0.9794065844736486,0.9588781269886946,0.4938271604938271,0.975206611570248,0.0163934426229508,0.9794231713483508,0.9794238683127572
XGBoost,hill-valley,4,969,243,100,92.58410144800293,0.0086866929996176,92.59278814100252,91.147757945997,183.7405460869996,27973.81834915509,0.0357477078173566,2643.65625,0.0,210.93603515625,,0.6465926026283701,0.6660570967460677,0.5942270992366412,0.2506063282489776,0.7033082246780396,0.6776859504132231,0.5163934426229508,0.5815602836879432,0.1253105872943077,0.1525491768716539,0.3716075142224629,0.6636762816160564,0.5655737704918032,0.7933884297520661,0.5655737704918032,0.6176470588235294,0.5815602836879432,0.5163934426229508,0.6776859504132231,0.5625,0.6259541984732825,0.597039696518087,0.1966266516090223,0.5802469135802469,0.6776859504132231,0.4836065573770491,0.5940965350422517,0.5967078189300411
LightGBM,hill-valley,4,969,243,100,28.445002709999244,0.0039546929983771,28.44895740299762,28.133828118003294,56.58278552100092,61445.96777897813,0.016274456783445,2643.65625,0.0,210.93603515625,,0.6764666034412681,0.6639021767257378,0.6248791328097169,0.2780364855091822,0.9297941894058512,0.6694214876033058,0.5819672131147541,0.6136363636363636,0.2145040722080173,0.2328549261085103,0.5462454322052033,0.6608540123400324,0.1393442622950819,0.4297520661157025,0.1393442622950819,0.6396396396396397,0.6136363636363636,0.5819672131147541,0.6694214876033058,0.6094420600858369,0.6403162055335968,0.62569435035903,0.252330587497072,0.5432098765432098,0.6694214876033058,0.4180327868852459,0.6248156057614704,0.6255144032921811
CatBoost,hill-valley,4,969,243,100,124.49643729099988,0.0055284020018007,124.5019656930017,122.5827918990035,247.0847575920052,43954.82744670566,0.0227506255218136,2642.05078125,-1.60546875,210.93603515625,,0.6185137515241838,0.6551300255688348,0.5703794369645043,0.2603067177200002,0.7277882229446718,0.6363636363636364,0.5081967213114754,0.5620437956204379,0.1469958557587769,0.1577314881936229,0.4091953808998527,0.6542377230633497,0.2786885245901639,0.4876033057851239,0.2786885245901639,0.5849056603773585,0.5620437956204379,0.5081967213114754,0.6363636363636364,0.543859649122807,0.5968992248062015,0.5722801788375559,0.1457500117296892,0.5637860082304527,0.6363636363636364,0.4918032786885246,0.5702703020351146,0.5720164609053497
MLP,hill-valley,4,969,243,100,7.6878018919996975,0.0050666579991229,7.69286854999882,7.453078295999148,15.145946845997967,47960.598896050105,0.0208504444408353,2642.05078125,0.0,210.93603515625,,0.5556157702208373,0.5324589476532717,0.5499464768151157,0.2548865079879761,0.7039666771888733,0.4958677685950413,0.6065573770491803,0.5555555555555556,0.0745766121173591,0.0263727160147678,0.4117500611713954,0.5276502000274111,0.5163934426229508,0.6694214876033058,0.5163934426229508,0.5481481481481482,0.5555555555555556,0.6065573770491803,0.4958677685950413,0.5758754863813229,0.5240174672489083,0.5512125728221109,0.1030624420227711,0.4444444444444444,0.4958677685950413,0.3934426229508196,0.5500531805581864,0.551440329218107
SAP-RPT-1,hill-valley,4,969,243,100,6.166741090000869,4.219537835000665,10.386278925001534,0.0,10.386278925001534,57.5892454208489,17.36435323045541,2735.6953125,93.64453125,595.490234375,,0.8468703427719821,0.8506947453752268,0.7277897457992245,0.1404083222150802,0.4042802453041076,0.6033057851239669,0.860655737704918,0.8111111111111111,0.0337698277653244,0.0335167153382006,0.3849121332168579,0.8679738230177168,0.0081967213114754,0.5041322314049587,0.0081967213114754,0.6862745098039216,0.8111111111111111,0.860655737704918,0.6033057851239669,0.7636363636363637,0.6919431279620853,0.7319807614144425,0.480382961930301,0.3703703703703703,0.6033057851239669,0.1393442622950819,0.7279372627450563,0.7325102880658436
SAP-RPT-1,wdbc,0,455,114,30,3.2410944030016253,0.6169379200000549,3.85803232300168,0.0,3.85803232300168,184.78358376026924,5.411736140351358,2750.65625,108.7421875,595.490234375,,0.9983465608465608,0.997467071935157,0.9905276277523888,0.0127390511333942,0.0476846322417259,0.9761904761904762,1.0,1.0,0.0204059993194644,0.0216349281509521,0.4629586338996887,0.9974395401083652,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
TabPFN,wdbc,1,455,114,30,0.5949796899985813,0.6062997349981742,1.2012794249967556,0.0,1.2012794249967556,188.0258117089849,5.31841872805416,2642.859375,0.0,210.93603515625,,0.9966931216931216,0.9954212454212454,0.9905276277523888,0.0165724549442529,0.0673209950327873,0.9761904761904762,1.0,1.0,0.0292391967061057,0.0304910592375355,0.4888793230056762,0.9953763556704732,0.0,0.9761904761904762,0.0,0.9863013698630136,1.0,1.0,0.9761904761904762,0.993103448275862,0.9879518072289156,0.988095238095238,0.9812328999345132,0.3596491228070175,0.9761904761904762,0.0,0.991205475258566,0.9912280701754386
